country,cowcode,year,lvau,lvaw,termofoffice,whoappoints,dismissal,otheroffices,whoformulates,finalauthority,roleinbudget,cbobjectives,advances,securitizedlending,termsoflending,potentialborrowing,typeoflimit,maturityofloans,interestrates,primarymarket,ceo,policy,objectives,lol2,reform
Uruguay,165,1973,.1679761904761905,.1904901975934687,.25,.25,.83,,,,0,,0,0,.67,0,0,0,.25,0,.4433333333333334,0,,.0625,0
Uruguay,165,1974,.1477777777777778,.221666669693465,.25,.25,.83,,,,0,,,,,0,,,,,.4433333333333334,0,,,1
Uruguay,165,1975,.1477777777777778,.221666669693465,.25,.25,.83,,,,0,,,,,0,,,,,.4433333333333334,0,,,0
Uruguay,165,1976,.1477777777777778,.221666669693465,.25,.25,.83,,,,0,,,,,0,,,,,.4433333333333334,0,,,0
Uruguay,165,1977,.1477777777777778,.221666669693465,.25,.25,.83,,,,0,,,,,0,,,,,.4433333333333334,0,,,0
Uruguay,165,1978,.1477777777777778,.221666669693465,.25,.25,.83,,,,0,,,,,0,,,,,.4433333333333334,0,,,0
Uruguay,165,1979,.1477777777777778,.221666669693465,.25,.25,.83,,,,0,,,,,0,,,,,.4433333333333334,0,,,0
Uruguay,165,1980,.1477777777777778,.221666669693465,.25,.25,.83,,,,0,,,,,0,,,,,.4433333333333334,0,,,0
Uruguay,165,1981,.1477777777777778,.221666669693465,.25,.25,.83,,,,0,,,,,0,,,,,.4433333333333334,0,,,0
Uruguay,165,1982,.1477777777777778,.221666669693465,.25,.25,.83,,,,0,,,,,0,,,,,.4433333333333334,0,,,0
Uruguay,165,1983,.1477777777777778,.221666669693465,.25,.25,.83,,,,0,,,,,0,,,,,.4433333333333334,0,,,0
Uruguay,165,1984,.1477777777777778,.221666669693465,.25,.25,.83,,,,0,,,,,0,,,,,.4433333333333334,0,,,0
Uruguay,165,1985,.1477777777777778,.221666669693465,.25,.25,.83,,,,0,,,,,0,,,,,.4433333333333334,0,,,0
Uruguay,165,1986,.1477777777777778,.221666669693465,.25,.25,.83,,,,0,,,,,0,,,,,.4433333333333334,0,,,0
Uruguay,165,1987,.1477777777777778,.221666669693465,.25,.25,.83,,,,0,,,,,0,,,,,.4433333333333334,0,,,0
Uruguay,165,1988,.1477777777777778,.221666669693465,.25,.25,.83,,,,0,,,,,0,,,,,.4433333333333334,0,,,0
Uruguay,165,1989,.1477777777777778,.221666669693465,.25,.25,.83,,,,0,,,,,0,,,,,.4433333333333334,0,,,0
Uruguay,165,1990,.1477777777777778,.1970370399314189,.25,.25,.83,,,,0,,,,,,0,,,0,.4433333333333334,0,,0,1
Uruguay,165,1991,.1477777777777778,.1970370399314189,.25,.25,.83,,,,0,,,,,,0,,,0,.4433333333333334,0,,0,0
Uruguay,165,1992,.1477777777777778,.1970370399314189,.25,.25,.83,,,,0,,,,,,0,,,0,.4433333333333334,0,,0,0
Uruguay,165,1993,.1477777777777778,.1970370399314189,.25,.25,.83,,,,0,,,,,,0,,,0,.4433333333333334,0,,0,0
Uruguay,165,1994,.1477777777777778,.1970370399314189,.25,.25,.83,,,,0,,,,,,0,,,0,.4433333333333334,0,,0,0
Uruguay,165,1995,.4325000033527613,.4654999980386347,,.5,.5,.5,1,.4,0,.6,.67,.33,.33,.33,0,,.75,0,.5,.4500000029802322,.60000002,.25,1
Uruguay,165,1996,.4325000033527613,.4654999980386347,,.5,.5,.5,1,.4,0,.6,.67,.33,.33,.33,0,,.75,0,.5,.4500000029802322,.60000002,.25,0
Uruguay,165,1997,.452916670019428,.4983333340349296,,.5,.5,.5,1,.4,0,.6,1,.33,.33,.33,0,,.25,0,.5,.4500000029802322,.60000002,.0833333333333333,1
Uruguay,165,1998,.452916670019428,.4983333340349296,,.5,.5,.5,1,.4,0,.6,1,.33,.33,.33,0,,.25,0,.5,.4500000029802322,.60000002,.0833333333333333,0
Uruguay,165,1999,.452916670019428,.4983333340349296,,.5,.5,.5,1,.4,0,.6,1,.33,.33,.33,0,,.25,0,.5,.4500000029802322,.60000002,.0833333333333333,0
Uruguay,165,2000,.452916670019428,.4983333340349296,,.5,.5,.5,1,.4,0,.6,1,.33,.33,.33,0,,.25,0,.5,.4500000029802322,.60000002,.0833333333333333,0
Uruguay,165,2001,.452916670019428,.4983333340349296,,.5,.5,.5,1,.4,0,.6,1,.33,.33,.33,0,,.25,0,.5,.4500000029802322,.60000002,.0833333333333333,0
Uruguay,165,2002,.452916670019428,.4983333340349296,,.5,.5,.5,1,.4,0,.6,1,.33,.33,.33,0,,.25,0,.5,.4500000029802322,.60000002,.0833333333333333,0
Uruguay,165,2003,.452916670019428,.4983333340349296,,.5,.5,.5,1,.4,0,.6,1,.33,.33,.33,0,,.25,0,.5,.4500000029802322,.60000002,.0833333333333333,0
Uruguay,165,2004,.452916670019428,.4983333340349296,,.5,.5,.5,1,.4,0,.6,1,.33,.33,.33,0,,.25,0,.5,.4500000029802322,.60000002,.0833333333333333,0
Uruguay,165,2005,.452916670019428,.4983333340349296,,.5,.5,.5,1,.4,0,.6,1,.33,.33,.33,0,,.25,0,.5,.4500000029802322,.60000002,.0833333333333333,0
Uruguay,165,2006,.452916670019428,.4983333340349296,,.5,.5,.5,1,.4,0,.6,1,.33,.33,.33,0,,.25,0,.5,.4500000029802322,.60000002,.0833333333333333,0
Uruguay,165,2007,.452916670019428,.4983333340349296,,.5,.5,.5,1,.4,0,.6,1,.33,.33,.33,0,,.25,0,.5,.4500000029802322,.60000002,.0833333333333333,0
Uruguay,165,2008,.4404166698331635,.4833333338300387,,.5,.5,.5,1,.2,0,.6,1,.33,.33,.33,0,,.25,0,.5,.3500000014901161,.60000002,.0833333333333333,1
Uruguay,165,2009,.4404166698331635,.4833333338300387,,.5,.5,.5,1,.2,0,.6,1,.33,.33,.33,0,,.25,0,.5,.3500000014901161,.60000002,.0833333333333333,0
Uruguay,165,2010,.4404166698331635,.4833333338300387,,.5,.5,.5,1,.2,0,.6,1,.33,.33,.33,0,,.25,0,.5,.3500000014901161,.60000002,.0833333333333333,0
Uruguay,165,2011,.4404166698331635,.4833333338300387,,.5,.5,.5,1,.2,0,.6,1,.33,.33,.33,0,,.25,0,.5,.3500000014901161,.60000002,.0833333333333333,0
Uruguay,165,2012,.4404166698331635,.4833333338300387,,.5,.5,.5,1,.2,0,.6,1,.33,.33,.33,0,,.25,0,.5,.3500000014901161,.60000002,.0833333333333333,0
Uruguay,165,2013,.4404166698331635,.4833333338300387,,.5,.5,.5,1,.2,0,.6,1,.33,.33,.33,0,,.25,0,.5,.3500000014901161,.60000002,.0833333333333333,0
Uruguay,165,2014,.4404166698331635,.4833333338300387,,.5,.5,.5,1,.2,0,.6,1,.33,.33,.33,0,,.25,0,.5,.3500000014901161,.60000002,.0833333333333333,0
Uruguay,165,2015,.4404166698331635,.4833333338300387,,.5,.5,.5,1,.2,0,.6,1,.33,.33,.33,0,,.25,0,.5,.3500000014901161,.60000002,.0833333333333333,0
Uruguay,165,2016,.4404166698331635,.4833333338300387,,.5,.5,.5,1,.2,0,.6,1,.33,.33,.33,0,,.25,0,.5,.3500000014901161,.60000002,.0833333333333333,0
Uruguay,165,2017,.4404166698331635,.4833333338300387,,.5,.5,.5,1,.2,0,.6,1,.33,.33,.33,0,,.25,0,.5,.3500000014901161,.60000002,.0833333333333333,0
Uruguay,165,2018,.4404166698331635,.4833333338300387,,.5,.5,.5,1,.2,0,.6,1,.33,.33,.33,0,,.25,0,.5,.3500000014901161,.60000002,.0833333333333333,0
Uruguay,165,2019,.4404166698331635,.4833333338300387,,.5,.5,.5,1,.2,0,.6,1,.33,.33,.33,0,,.25,0,.5,.3500000014901161,.60000002,.0833333333333333,0
Uruguay,165,2020,.4404166698331635,.4833333338300387,,.5,.5,.5,1,.2,0,.6,1,.33,.33,.33,0,,.25,0,.5,.3500000014901161,.60000002,.0833333333333333,0
United Kingdom,200,1970,.476250000372529,.4327499939901756,.5,0,.83,1,0,0,0,.2,.67,.67,0,1,1,1,.75,0,.5825,0,.2,.6875,0
United Kingdom,200,1971,.476250000372529,.4327499939901756,.5,0,.83,1,0,0,0,.2,.67,.67,0,1,1,1,.75,0,.5825,0,.2,.6875,0
United Kingdom,200,1972,.308750000372529,.2652499941857533,.5,0,.83,1,0,0,0,.2,0,0,0,1,1,1,.75,0,.5825,0,.2,.6875,1
United Kingdom,200,1973,.308750000372529,.2652499941857533,.5,0,.83,1,0,0,0,.2,0,0,0,1,1,1,.75,0,.5825,0,.2,.6875,0
United Kingdom,200,1974,.308750000372529,.2652499941857533,.5,0,.83,1,0,0,0,.2,0,0,0,1,1,1,.75,0,.5825,0,.2,.6875,0
United Kingdom,200,1975,.308750000372529,.2652499941857533,.5,0,.83,1,0,0,0,.2,0,0,0,1,1,1,.75,0,.5825,0,.2,.6875,0
United Kingdom,200,1976,.308750000372529,.2652499941857533,.5,0,.83,1,0,0,0,.2,0,0,0,1,1,1,.75,0,.5825,0,.2,.6875,0
United Kingdom,200,1977,.308750000372529,.2652499941857533,.5,0,.83,1,0,0,0,.2,0,0,0,1,1,1,.75,0,.5825,0,.2,.6875,0
United Kingdom,200,1978,.308750000372529,.2652499941857533,.5,0,.83,1,0,0,0,.2,0,0,0,1,1,1,.75,0,.5825,0,.2,.6875,0
United Kingdom,200,1979,.308750000372529,.2652499941857533,.5,0,.83,1,0,0,0,.2,0,0,0,1,1,1,.75,0,.5825,0,.2,.6875,0
United Kingdom,200,1980,.308750000372529,.2652499941857533,.5,0,.83,1,0,0,0,.2,0,0,0,1,1,1,.75,0,.5825,0,.2,.6875,0
United Kingdom,200,1981,.308750000372529,.2652499941857533,.5,0,.83,1,0,0,0,.2,0,0,0,1,1,1,.75,0,.5825,0,.2,.6875,0
United Kingdom,200,1982,.308750000372529,.2652499941857533,.5,0,.83,1,0,0,0,.2,0,0,0,1,1,1,.75,0,.5825,0,.2,.6875,0
United Kingdom,200,1983,.308750000372529,.2652499941857533,.5,0,.83,1,0,0,0,.2,0,0,0,1,1,1,.75,0,.5825,0,.2,.6875,0
United Kingdom,200,1984,.308750000372529,.2652499941857533,.5,0,.83,1,0,0,0,.2,0,0,0,1,1,1,.75,0,.5825,0,.2,.6875,0
United Kingdom,200,1985,.308750000372529,.2652499941857533,.5,0,.83,1,0,0,0,.2,0,0,0,1,1,1,.75,0,.5825,0,.2,.6875,0
United Kingdom,200,1986,.308750000372529,.2652499941857533,.5,0,.83,1,0,0,0,.2,0,0,0,1,1,1,.75,0,.5825,0,.2,.6875,0
United Kingdom,200,1987,.308750000372529,.2652499941857533,.5,0,.83,1,0,0,0,.2,0,0,0,1,1,1,.75,0,.5825,0,.2,.6875,0
United Kingdom,200,1988,.308750000372529,.2652499941857533,.5,0,.83,1,0,0,0,.2,0,0,0,1,1,1,.75,0,.5825,0,.2,.6875,0
United Kingdom,200,1989,.308750000372529,.2652499941857533,.5,0,.83,1,0,0,0,.2,0,0,0,1,1,1,.75,0,.5825,0,.2,.6875,0
United Kingdom,200,1990,.308750000372529,.2652499941857533,.5,0,.83,1,0,0,0,.2,0,0,0,1,1,1,.75,0,.5825,0,.2,.6875,0
United Kingdom,200,1991,.308750000372529,.2652499941857533,.5,0,.83,1,0,0,0,.2,0,0,0,1,1,1,.75,0,.5825,0,.2,.6875,0
United Kingdom,200,1992,.308750000372529,.2652499941857533,.5,0,.83,1,0,0,0,.2,0,0,0,1,1,1,.75,0,.5825,0,.2,.6875,0
United Kingdom,200,1993,.308750000372529,.2652499941857533,.5,0,.83,1,0,0,0,.2,0,0,0,1,1,1,.75,0,.5825,0,.2,.6875,0
United Kingdom,200,1994,.308750000372529,.2652499941857533,.5,0,.83,1,0,0,0,.2,0,0,0,1,1,1,.75,0,.5825,0,.2,.6875,0
United Kingdom,200,1995,.308750000372529,.2652499941857533,.5,0,.83,1,0,0,0,.2,0,0,0,1,1,1,.75,0,.5825,0,.2,.6875,0
United Kingdom,200,1996,.308750000372529,.2652499941857533,.5,0,.83,1,0,0,0,.2,0,0,0,1,1,1,.75,0,.5825,0,.2,.6875,0
United Kingdom,200,1997,.5750000049173832,.5842647011696674,.5,0,.83,1,.67,.2,0,.6,1,1,,,,,,0,.5825,.2675000056624413,.60000002,0,1
United Kingdom,200,1998,.5750000049173832,.5842647011696674,.5,0,.83,1,.67,.2,0,.6,1,1,,,,,,0,.5825,.2675000056624413,.60000002,0,0
United Kingdom,200,1999,.5750000049173832,.5842647011696674,.5,0,.83,1,.67,.2,0,.6,1,1,,,,,,0,.5825,.2675000056624413,.60000002,0,0
United Kingdom,200,2000,.5750000049173832,.5842647011696674,.5,0,.83,1,.67,.2,0,.6,1,1,,,,,,0,.5825,.2675000056624413,.60000002,0,0
United Kingdom,200,2001,.5750000049173832,.5842647011696674,.5,0,.83,1,.67,.2,0,.6,1,1,,,,,,0,.5825,.2675000056624413,.60000002,0,0
United Kingdom,200,2002,.5750000049173832,.5842647011696674,.5,0,.83,1,.67,.2,0,.6,1,1,,,,,,0,.5825,.2675000056624413,.60000002,0,0
United Kingdom,200,2003,.5750000049173832,.5842647011696674,.5,0,.83,1,.67,.2,0,.6,1,1,,,,,,0,.5825,.2675000056624413,.60000002,0,0
United Kingdom,200,2004,.5750000049173832,.5842647011696674,.5,0,.83,1,.67,.2,0,.6,1,1,,,,,,0,.5825,.2675000056624413,.60000002,0,0
United Kingdom,200,2005,.5750000049173832,.5842647011696674,.5,0,.83,1,.67,.2,0,.6,1,1,,,,,,0,.5825,.2675000056624413,.60000002,0,0
United Kingdom,200,2006,.5750000049173832,.5842647011696674,.5,0,.83,1,.67,.2,0,.6,1,1,,,,,,0,.5825,.2675000056624413,.60000002,0,0
United Kingdom,200,2007,.5750000049173832,.5842647011696674,.5,0,.83,1,.67,.2,0,.6,1,1,,,,,,0,.5825,.2675000056624413,.60000002,0,0
United Kingdom,200,2008,.5750000049173832,.5842647011696674,.5,0,.83,1,.67,.2,0,.6,1,1,,,,,,0,.5825,.2675000056624413,.60000002,0,0
United Kingdom,200,2009,.5750000049173832,.5842647011696674,.5,0,.83,1,.67,.2,0,.6,1,1,,,,,,0,.5825,.2675000056624413,.60000002,0,0
United Kingdom,200,2010,.5750000049173832,.5842647011696674,.5,0,.83,1,.67,.2,0,.6,1,1,,,,,,0,.5825,.2675000056624413,.60000002,0,0
United Kingdom,200,2011,.5750000049173832,.5842647011696674,.5,0,.83,1,.67,.2,0,.6,1,1,,,,,,0,.5825,.2675000056624413,.60000002,0,0
United Kingdom,200,2012,.5750000049173832,.5842647011696674,.5,0,.83,1,.67,.2,0,.6,1,1,,,,,,0,.5825,.2675000056624413,.60000002,0,0
United Kingdom,200,2013,.5750000049173832,.5842647011696674,.5,0,.83,1,.67,.2,0,.6,1,1,,,,,,0,.5825,.2675000056624413,.60000002,0,0
United Kingdom,200,2014,.5750000049173832,.5842647011696674,.5,0,.83,1,.67,.2,0,.6,1,1,,,,,,0,.5825,.2675000056624413,.60000002,0,0
United Kingdom,200,2015,.5854166715840499,.5989705778508866,.75,0,.83,1,.67,.2,0,.6,1,1,,,,,,0,.645,.2675000056624413,.60000002,0,1
United Kingdom,200,2016,.5854166715840499,.5989705778508866,.75,0,.83,1,.67,.2,0,.6,1,1,,,,,,0,.645,.2675000056624413,.60000002,0,0
United Kingdom,200,2017,.5854166715840499,.5989705778508866,.75,0,.83,1,.67,.2,0,.6,1,1,,,,,,0,.645,.2675000056624413,.60000002,0,0
United Kingdom,200,2018,.5854166715840499,.5989705778508866,.75,0,.83,1,.67,.2,0,.6,1,1,,,,,,0,.645,.2675000056624413,.60000002,0,0
United Kingdom,200,2019,.5854166715840499,.5989705778508866,.75,0,.83,1,.67,.2,0,.6,1,1,,,,,,0,.645,.2675000056624413,.60000002,0,0
United Kingdom,200,2020,.5854166715840499,.5989705778508866,.75,0,.83,1,.67,.2,0,.6,1,1,,,,,,0,.645,.2675000056624413,.60000002,0,0
Ireland,205,1970,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1971,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1972,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1973,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1974,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1975,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1976,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1977,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1978,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1979,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1980,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1981,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1982,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1983,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1984,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1985,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1986,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1987,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1988,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1989,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1990,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1991,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1992,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1993,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1994,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1995,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1996,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1997,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Ireland,205,1998,.4082142886093685,.4667646984820446,.75,.25,.83,1,.67,,0,.8,,0,.33,.33,0,.67,.75,0,.7075,.3350000083446503,.80000001,.355,0
Netherlands,210,1970,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1971,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1972,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1973,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1974,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1975,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1976,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1977,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1978,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1979,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1980,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1981,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1982,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1983,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1984,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1985,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1986,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1987,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1988,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1989,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1990,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1991,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1992,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1993,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1994,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1995,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1996,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1997,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Netherlands,210,1998,.4228125020861626,.4188749997611158,.75,0,.17,1,.33,.2,0,.8,.67,0,0,1,1,0,0,0,.48,.1825000047683716,.80000001,.25,0
Belgium,211,1970,.201250000372529,.1794999977331609,.5,0,0,.5,0,0,0,.2,0,0,.33,.33,,1,.5,0,.25,0,.2,.5,0
Belgium,211,1971,.201250000372529,.1794999977331609,.5,0,0,.5,0,0,0,.2,0,0,.33,.33,,1,.5,0,.25,0,.2,.5,0
Belgium,211,1972,.2137500005587936,.1944999979380519,.5,0,0,.5,0,.2,0,.2,0,0,.33,.33,,1,.5,0,.25,.1000000014901161,.2,.5,1
Belgium,211,1973,.2137500005587936,.1944999979380519,.5,0,0,.5,0,.2,0,.2,0,0,.33,.33,,1,.5,0,.25,.1000000014901161,.2,.5,0
Belgium,211,1974,.2137500005587936,.1944999979380519,.5,0,0,.5,0,.2,0,.2,0,0,.33,.33,,1,.5,0,.25,.1000000014901161,.2,.5,0
Belgium,211,1975,.2137500005587936,.1944999979380519,.5,0,0,.5,0,.2,0,.2,0,0,.33,.33,,1,.5,0,.25,.1000000014901161,.2,.5,0
Belgium,211,1976,.2137500005587936,.1944999979380519,.5,0,0,.5,0,.2,0,.2,0,0,.33,.33,,1,.5,0,.25,.1000000014901161,.2,.5,0
Belgium,211,1977,.2137500005587936,.1944999979380519,.5,0,0,.5,0,.2,0,.2,0,0,.33,.33,,1,.5,0,.25,.1000000014901161,.2,.5,0
Belgium,211,1978,.2137500005587936,.1944999979380519,.5,0,0,.5,0,.2,0,.2,0,0,.33,.33,,1,.5,0,.25,.1000000014901161,.2,.5,0
Belgium,211,1979,.2137500005587936,.1944999979380519,.5,0,0,.5,0,.2,0,.2,0,0,.33,.33,,1,.5,0,.25,.1000000014901161,.2,.5,0
Belgium,211,1980,.2137500005587936,.1944999979380519,.5,0,0,.5,0,.2,0,.2,0,0,.33,.33,,1,.5,0,.25,.1000000014901161,.2,.5,0
Belgium,211,1981,.2137500005587936,.1944999979380519,.5,0,0,.5,0,.2,0,.2,0,0,.33,.33,,1,.5,0,.25,.1000000014901161,.2,.5,0
